"Stand ID, Stand name",Latitude,Longitude,passengers this month,year - month
34,Infante,41.14051688,-8.615952191,3238,2013-08
23,Clérigos,41.14601583,-8.612574719,6291,2013-08
46,Pereira de Melo,41.17864516,-8.64853557,752,2013-08
39,Maternidade,41.15089146,-8.622799998,781,2013-08
56,Sá Carneiro,41.1628787,-8.591645282,1838,2013-08
45,Passeio Alegre,41.1486486,-8.672795329,1271,2013-08
20,Carvalhido,41.16692782,-8.62677873,1159,2013-08
14,Câmara,41.14970219,-8.61107087,3035,2013-08
38,Marquês,41.16071489,-8.604246082,1736,2013-08
52,Républica,41.1549651,-8.613216988,1756,2013-08
37,Marechal,41.16108106,-8.657546759,1754,2013-08
44,Palácio,41.1496174,-8.625784437,874,2013-08
42,Nove de Abril,41.17274857,-8.611783584,1519,2013-08
30,Galiza,41.15178364,-8.62775943,1141,2013-08
40,Mercado da Foz,41.15423374,-8.674006779,2262,2013-08
12,Bom Sucesso,41.15511973,-8.630466266,2266,2013-08
63,Santa Maria,41.16037532,-8.609369722,1523,2013-08
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2823,2013-08
41,Nevogilde,41.16306665,-8.675983042,799,2013-08
5,Amial,41.18350972,-8.61272587,610,2013-08
43,Ouro,41.14861103,-8.648886435,1390,2013-08
47,Pereiró,41.17381357,-8.654496008,1054,2013-08
6,Areosa,41.18080434,-8.582782891,2663,2013-08
54,Rotunda,41.15800388,-8.63037495,1010,2013-08
18,Carregal,41.14832091,-8.619603476,3205,2013-08
27,D. João I,41.14803213,-8.609241127,2739,2013-08
33,H. São João,41.18278721,-8.600122444,3185,2013-08
55,São Roque,41.16600077,-8.570351762,1688,2013-08
1,Agra,41.17714571,-8.609670271,763,2013-08
59,Tenente Valadim,41.16070302,-8.641204749,1700,2013-08
7,Av. Boavista,41.15998019,-8.641983925,2278,2013-08
2,Alameda,41.15618964,-8.591064405,826,2013-08
22,Castelo do Queijo,41.16831789,-8.68917996,904,2013-08
8,Azevedo,41.1515921,-8.568195397,1384,2013-08
51,Ramada Alta,41.16140385,-8.621121972,1290,2013-08
19,Carvalheiras,41.15359293,-8.605426467,1861,2013-08
3,Aldoar,41.17052492,-8.665875932,868,2013-08
35,Lago,41.16743181,-8.649526818,1725,2013-08
29,Francos,41.1710191,-8.638665581,649,2013-08
58,Terço,41.16159159,-8.60452833,1665,2013-08
32,H. Militar,41.15766231,-8.627044152,1163,2013-08
4,Alfândega,41.14376399,-8.62180322,567,2013-08
26,Corujeira,41.15956064,-8.579775948,1320,2013-08
62,Viso,41.17787376,-8.646557505,458,2013-08
21,Casa da Musica,41.16088635,-8.629565069,1619,2013-08
28,Dragão,41.16322243,-8.584046773,1767,2013-08
17,Carcereira,41.16445158,-8.632285955,634,2013-08
31,H. Magalhães Lemos,41.17695352,-8.663960323,1111,2013-08
48,Pinto de Azevedo,41.17126237,-8.645050154,171,2013-08
16,Campismo,41.17547223,-8.627791451,1639,2013-08
49,Pólo Universitário,41.17955109,-8.60253898,861,2013-08
50,Prelada,41.16983831,-8.628902454,418,2013-08
38,Marquês,41.16071489,-8.604246082,2144,2013-09
37,Marechal,41.16108106,-8.657546759,2196,2013-09
55,São Roque,41.16600077,-8.570351762,1650,2013-09
53,Ribeira,41.1412082,-8.614012261,7158,2013-09
25,Cordoaria,41.14629987,-8.617638088,3567,2013-09
21,Casa da Musica,41.16088635,-8.629565069,1779,2013-09
45,Passeio Alegre,41.1486486,-8.672795329,1413,2013-09
35,Lago,41.16743181,-8.649526818,2186,2013-09
57,São Bento,41.14571881,-8.610707015,6160,2013-09
28,Dragão,41.16322243,-8.584046773,2070,2013-09
6,Areosa,41.18080434,-8.582782891,3097,2013-09
14,Câmara,41.14970219,-8.61107087,3532,2013-09
8,Azevedo,41.1515921,-8.568195397,1421,2013-09
23,Clérigos,41.14601583,-8.612574719,6992,2013-09
60,Trindade,41.1511237,-8.609843402,2224,2013-09
34,Infante,41.14051688,-8.615952191,3304,2013-09
51,Ramada Alta,41.16140385,-8.621121972,1594,2013-09
20,Carvalhido,41.16692782,-8.62677873,1327,2013-09
26,Corujeira,41.15956064,-8.579775948,1344,2013-09
52,Républica,41.1549651,-8.613216988,2094,2013-09
58,Terço,41.16159159,-8.60452833,1894,2013-09
5,Amial,41.18350972,-8.61272587,678,2013-09
15,Campanhã,41.14862751,-8.585876603,9326,2013-09
22,Castelo do Queijo,41.16831789,-8.68917996,927,2013-09
42,Nove de Abril,41.17274857,-8.611783584,1954,2013-09
33,H. São João,41.18278721,-8.600122444,4303,2013-09
9,Batalha,41.14425253,-8.605719616,5997,2013-09
40,Mercado da Foz,41.15423374,-8.674006779,3088,2013-09
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,3136,2013-09
16,Campismo,41.17547223,-8.627791451,1848,2013-09
7,Av. Boavista,41.15998019,-8.641983925,2628,2013-09
12,Bom Sucesso,41.15511973,-8.630466266,2898,2013-09
63,Santa Maria,41.16037532,-8.609369722,1867,2013-09
56,Sá Carneiro,41.1628787,-8.591645282,2343,2013-09
24,Conde Ferreira,41.16953022,-8.589347897,2176,2013-09
27,D. João I,41.14803213,-8.609241127,3987,2013-09
36,Lordelo,41.15465712,-8.649073578,4567,2013-09
43,Ouro,41.14861103,-8.648886435,1429,2013-09
11,Bom Pastor,41.1670339,-8.613266862,1524,2013-09
59,Tenente Valadim,41.16070302,-8.641204749,2187,2013-09
41,Nevogilde,41.16306665,-8.675983042,1116,2013-09
13,Brasília,41.15708913,-8.62846798,2703,2013-09
19,Carvalheiras,41.15359293,-8.605426467,2221,2013-09
18,Carregal,41.14832091,-8.619603476,4108,2013-09
32,H. Militar,41.15766231,-8.627044152,1504,2013-09
2,Alameda,41.15618964,-8.591064405,1088,2013-09
30,Galiza,41.15178364,-8.62775943,1552,2013-09
3,Aldoar,41.17052492,-8.665875932,1083,2013-09
17,Carcereira,41.16445158,-8.632285955,806,2013-09
10,Bolhão,41.15071065,-8.606909773,2157,2013-09
29,Francos,41.1710191,-8.638665581,718,2013-09
54,Rotunda,41.15800388,-8.63037495,1233,2013-09
47,Pereiró,41.17381357,-8.654496008,1108,2013-09
46,Pereira de Melo,41.17864516,-8.64853557,838,2013-09
31,H. Magalhães Lemos,41.17695352,-8.663960323,1410,2013-09
48,Pinto de Azevedo,41.17126237,-8.645050154,217,2013-09
44,Palácio,41.1496174,-8.625784437,967,2013-09
4,Alfândega,41.14376399,-8.62180322,770,2013-09
39,Maternidade,41.15089146,-8.622799998,1060,2013-09
50,Prelada,41.16983831,-8.628902454,599,2013-09
1,Agra,41.17714571,-8.609670271,948,2013-09
62,Viso,41.17787376,-8.646557505,1506,2013-09
49,Pólo Universitário,41.17955109,-8.60253898,1412,2013-09
51,Ramada Alta,41.16140385,-8.621121972,1767,2013-10
9,Batalha,41.14425253,-8.605719616,5974,2013-10
18,Carregal,41.14832091,-8.619603476,4572,2013-10
34,Infante,41.14051688,-8.615952191,3249,2013-10
25,Cordoaria,41.14629987,-8.617638088,3411,2013-10
30,Galiza,41.15178364,-8.62775943,1576,2013-10
24,Conde Ferreira,41.16953022,-8.589347897,2366,2013-10
40,Mercado da Foz,41.15423374,-8.674006779,3415,2013-10
59,Tenente Valadim,41.16070302,-8.641204749,2398,2013-10
57,São Bento,41.14571881,-8.610707015,6317,2013-10
19,Carvalheiras,41.15359293,-8.605426467,2464,2013-10
6,Areosa,41.18080434,-8.582782891,3348,2013-10
8,Azevedo,41.1515921,-8.568195397,1350,2013-10
45,Passeio Alegre,41.1486486,-8.672795329,1311,2013-10
46,Pereira de Melo,41.17864516,-8.64853557,840,2013-10
38,Marquês,41.16071489,-8.604246082,2168,2013-10
43,Ouro,41.14861103,-8.648886435,1344,2013-10
15,Campanhã,41.14862751,-8.585876603,9568,2013-10
42,Nove de Abril,41.17274857,-8.611783584,2156,2013-10
55,São Roque,41.16600077,-8.570351762,1704,2013-10
32,H. Militar,41.15766231,-8.627044152,1837,2013-10
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,3284,2013-10
12,Bom Sucesso,41.15511973,-8.630466266,3346,2013-10
29,Francos,41.1710191,-8.638665581,779,2013-10
27,D. João I,41.14803213,-8.609241127,4674,2013-10
52,Républica,41.1549651,-8.613216988,2092,2013-10
28,Dragão,41.16322243,-8.584046773,2276,2013-10
14,Câmara,41.14970219,-8.61107087,3550,2013-10
53,Ribeira,41.1412082,-8.614012261,6256,2013-10
47,Pereiró,41.17381357,-8.654496008,1133,2013-10
37,Marechal,41.16108106,-8.657546759,2428,2013-10
58,Terço,41.16159159,-8.60452833,1961,2013-10
56,Sá Carneiro,41.1628787,-8.591645282,2520,2013-10
39,Maternidade,41.15089146,-8.622799998,1174,2013-10
21,Casa da Musica,41.16088635,-8.629565069,2037,2013-10
33,H. São João,41.18278721,-8.600122444,4670,2013-10
13,Brasília,41.15708913,-8.62846798,2962,2013-10
22,Castelo do Queijo,41.16831789,-8.68917996,776,2013-10
60,Trindade,41.1511237,-8.609843402,2404,2013-10
7,Av. Boavista,41.15998019,-8.641983925,2751,2013-10
26,Corujeira,41.15956064,-8.579775948,1435,2013-10
23,Clérigos,41.14601583,-8.612574719,6339,2013-10
36,Lordelo,41.15465712,-8.649073578,4733,2013-10
31,H. Magalhães Lemos,41.17695352,-8.663960323,1400,2013-10
63,Santa Maria,41.16037532,-8.609369722,2059,2013-10
35,Lago,41.16743181,-8.649526818,2405,2013-10
1,Agra,41.17714571,-8.609670271,1030,2013-10
16,Campismo,41.17547223,-8.627791451,1956,2013-10
10,Bolhão,41.15071065,-8.606909773,2291,2013-10
3,Aldoar,41.17052492,-8.665875932,1121,2013-10
54,Rotunda,41.15800388,-8.63037495,1436,2013-10
44,Palácio,41.1496174,-8.625784437,693,2013-10
49,Pólo Universitário,41.17955109,-8.60253898,1621,2013-10
2,Alameda,41.15618964,-8.591064405,1092,2013-10
5,Amial,41.18350972,-8.61272587,730,2013-10
20,Carvalhido,41.16692782,-8.62677873,1370,2013-10
11,Bom Pastor,41.1670339,-8.613266862,1641,2013-10
17,Carcereira,41.16445158,-8.632285955,942,2013-10
4,Alfândega,41.14376399,-8.62180322,1657,2013-10
41,Nevogilde,41.16306665,-8.675983042,1277,2013-10
48,Pinto de Azevedo,41.17126237,-8.645050154,220,2013-10
62,Viso,41.17787376,-8.646557505,709,2013-10
50,Prelada,41.16983831,-8.628902454,730,2013-10
57,São Bento,41.14571881,-8.610707015,5286,2013-11
25,Cordoaria,41.14629987,-8.617638088,3168,2013-11
59,Tenente Valadim,41.16070302,-8.641204749,1840,2013-11
24,Conde Ferreira,41.16953022,-8.589347897,2373,2013-11
36,Lordelo,41.15465712,-8.649073578,4275,2013-11
60,Trindade,41.1511237,-8.609843402,1949,2013-11
53,Ribeira,41.1412082,-8.614012261,3711,2013-11
18,Carregal,41.14832091,-8.619603476,4378,2013-11
20,Carvalhido,41.16692782,-8.62677873,1487,2013-11
28,Dragão,41.16322243,-8.584046773,2445,2013-11
40,Mercado da Foz,41.15423374,-8.674006779,3235,2013-11
23,Clérigos,41.14601583,-8.612574719,5986,2013-11
34,Infante,41.14051688,-8.615952191,2329,2013-11
43,Ouro,41.14861103,-8.648886435,1350,2013-11
6,Areosa,41.18080434,-8.582782891,3353,2013-11
42,Nove de Abril,41.17274857,-8.611783584,2117,2013-11
12,Bom Sucesso,41.15511973,-8.630466266,2881,2013-11
30,Galiza,41.15178364,-8.62775943,1552,2013-11
58,Terço,41.16159159,-8.60452833,1835,2013-11
51,Ramada Alta,41.16140385,-8.621121972,1625,2013-11
8,Azevedo,41.1515921,-8.568195397,1032,2013-11
21,Casa da Musica,41.16088635,-8.629565069,1907,2013-11
46,Pereira de Melo,41.17864516,-8.64853557,793,2013-11
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2958,2013-11
35,Lago,41.16743181,-8.649526818,2365,2013-11
33,H. São João,41.18278721,-8.600122444,4757,2013-11
2,Alameda,41.15618964,-8.591064405,993,2013-11
55,São Roque,41.16600077,-8.570351762,1634,2013-11
14,Câmara,41.14970219,-8.61107087,3424,2013-11
56,Sá Carneiro,41.1628787,-8.591645282,2488,2013-11
52,Républica,41.1549651,-8.613216988,2114,2013-11
10,Bolhão,41.15071065,-8.606909773,2234,2013-11
63,Santa Maria,41.16037532,-8.609369722,1884,2013-11
9,Batalha,41.14425253,-8.605719616,5091,2013-11
39,Maternidade,41.15089146,-8.622799998,1015,2013-11
5,Amial,41.18350972,-8.61272587,723,2013-11
44,Palácio,41.1496174,-8.625784437,759,2013-11
15,Campanhã,41.14862751,-8.585876603,8132,2013-11
45,Passeio Alegre,41.1486486,-8.672795329,1178,2013-11
22,Castelo do Queijo,41.16831789,-8.68917996,667,2013-11
29,Francos,41.1710191,-8.638665581,721,2013-11
1,Agra,41.17714571,-8.609670271,1053,2013-11
19,Carvalheiras,41.15359293,-8.605426467,2330,2013-11
49,Pólo Universitário,41.17955109,-8.60253898,1480,2013-11
13,Brasília,41.15708913,-8.62846798,2617,2013-11
11,Bom Pastor,41.1670339,-8.613266862,1735,2013-11
4,Alfândega,41.14376399,-8.62180322,870,2013-11
62,Viso,41.17787376,-8.646557505,978,2013-11
7,Av. Boavista,41.15998019,-8.641983925,2540,2013-11
47,Pereiró,41.17381357,-8.654496008,1150,2013-11
27,D. João I,41.14803213,-8.609241127,4297,2013-11
54,Rotunda,41.15800388,-8.63037495,1388,2013-11
37,Marechal,41.16108106,-8.657546759,2387,2013-11
38,Marquês,41.16071489,-8.604246082,2257,2013-11
26,Corujeira,41.15956064,-8.579775948,1435,2013-11
32,H. Militar,41.15766231,-8.627044152,1864,2013-11
31,H. Magalhães Lemos,41.17695352,-8.663960323,1275,2013-11
48,Pinto de Azevedo,41.17126237,-8.645050154,203,2013-11
41,Nevogilde,41.16306665,-8.675983042,1350,2013-11
3,Aldoar,41.17052492,-8.665875932,1135,2013-11
16,Campismo,41.17547223,-8.627791451,1755,2013-11
50,Prelada,41.16983831,-8.628902454,650,2013-11
17,Carcereira,41.16445158,-8.632285955,907,2013-11
53,Ribeira,41.1412082,-8.614012261,2896,2013-12
35,Lago,41.16743181,-8.649526818,2494,2013-12
60,Trindade,41.1511237,-8.609843402,2031,2013-12
28,Dragão,41.16322243,-8.584046773,2356,2013-12
54,Rotunda,41.15800388,-8.63037495,1463,2013-12
24,Conde Ferreira,41.16953022,-8.589347897,2592,2013-12
23,Clérigos,41.14601583,-8.612574719,7176,2013-12
38,Marquês,41.16071489,-8.604246082,2471,2013-12
27,D. João I,41.14803213,-8.609241127,4624,2013-12
25,Cordoaria,41.14629987,-8.617638088,3298,2013-12
34,Infante,41.14051688,-8.615952191,2491,2013-12
55,São Roque,41.16600077,-8.570351762,2349,2013-12
9,Batalha,41.14425253,-8.605719616,5074,2013-12
51,Ramada Alta,41.16140385,-8.621121972,1900,2013-12
37,Marechal,41.16108106,-8.657546759,2595,2013-12
40,Mercado da Foz,41.15423374,-8.674006779,3420,2013-12
36,Lordelo,41.15465712,-8.649073578,4132,2013-12
57,São Bento,41.14571881,-8.610707015,5328,2013-12
26,Corujeira,41.15956064,-8.579775948,1707,2013-12
33,H. São João,41.18278721,-8.600122444,4627,2013-12
21,Casa da Musica,41.16088635,-8.629565069,1986,2013-12
12,Bom Sucesso,41.15511973,-8.630466266,2821,2013-12
47,Pereiró,41.17381357,-8.654496008,1390,2013-12
14,Câmara,41.14970219,-8.61107087,3482,2013-12
6,Areosa,41.18080434,-8.582782891,3745,2013-12
41,Nevogilde,41.16306665,-8.675983042,1444,2013-12
19,Carvalheiras,41.15359293,-8.605426467,2743,2013-12
46,Pereira de Melo,41.17864516,-8.64853557,980,2013-12
56,Sá Carneiro,41.1628787,-8.591645282,2553,2013-12
62,Viso,41.17787376,-8.646557505,932,2013-12
20,Carvalhido,41.16692782,-8.62677873,1650,2013-12
5,Amial,41.18350972,-8.61272587,781,2013-12
30,Galiza,41.15178364,-8.62775943,1508,2013-12
18,Carregal,41.14832091,-8.619603476,4527,2013-12
52,Républica,41.1549651,-8.613216988,2433,2013-12
43,Ouro,41.14861103,-8.648886435,1461,2013-12
45,Passeio Alegre,41.1486486,-8.672795329,1229,2013-12
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,3193,2013-12
32,H. Militar,41.15766231,-8.627044152,1656,2013-12
58,Terço,41.16159159,-8.60452833,2119,2013-12
63,Santa Maria,41.16037532,-8.609369722,1945,2013-12
3,Aldoar,41.17052492,-8.665875932,1126,2013-12
17,Carcereira,41.16445158,-8.632285955,963,2013-12
15,Campanhã,41.14862751,-8.585876603,7735,2013-12
22,Castelo do Queijo,41.16831789,-8.68917996,861,2013-12
7,Av. Boavista,41.15998019,-8.641983925,2435,2013-12
16,Campismo,41.17547223,-8.627791451,2081,2013-12
39,Maternidade,41.15089146,-8.622799998,989,2013-12
13,Brasília,41.15708913,-8.62846798,2884,2013-12
10,Bolhão,41.15071065,-8.606909773,2524,2013-12
8,Azevedo,41.1515921,-8.568195397,1080,2013-12
11,Bom Pastor,41.1670339,-8.613266862,1854,2013-12
31,H. Magalhães Lemos,41.17695352,-8.663960323,1377,2013-12
44,Palácio,41.1496174,-8.625784437,614,2013-12
59,Tenente Valadim,41.16070302,-8.641204749,1672,2013-12
29,Francos,41.1710191,-8.638665581,849,2013-12
2,Alameda,41.15618964,-8.591064405,1044,2013-12
42,Nove de Abril,41.17274857,-8.611783584,2195,2013-12
1,Agra,41.17714571,-8.609670271,1019,2013-12
4,Alfândega,41.14376399,-8.62180322,833,2013-12
49,Pólo Universitário,41.17955109,-8.60253898,1347,2013-12
48,Pinto de Azevedo,41.17126237,-8.645050154,232,2013-12
50,Prelada,41.16983831,-8.628902454,592,2013-12
43,Ouro,41.14861103,-8.648886435,1314,2014-01
63,Santa Maria,41.16037532,-8.609369722,1974,2014-01
60,Trindade,41.1511237,-8.609843402,1997,2014-01
15,Campanhã,41.14862751,-8.585876603,7704,2014-01
38,Marquês,41.16071489,-8.604246082,2132,2014-01
26,Corujeira,41.15956064,-8.579775948,1538,2014-01
33,H. São João,41.18278721,-8.600122444,4466,2014-01
53,Ribeira,41.1412082,-8.614012261,2824,2014-01
34,Infante,41.14051688,-8.615952191,2056,2014-01
42,Nove de Abril,41.17274857,-8.611783584,1964,2014-01
32,H. Militar,41.15766231,-8.627044152,1726,2014-01
36,Lordelo,41.15465712,-8.649073578,3828,2014-01
56,Sá Carneiro,41.1628787,-8.591645282,2312,2014-01
57,São Bento,41.14571881,-8.610707015,4710,2014-01
23,Clérigos,41.14601583,-8.612574719,5159,2014-01
6,Areosa,41.18080434,-8.582782891,3215,2014-01
27,D. João I,41.14803213,-8.609241127,3702,2014-01
16,Campismo,41.17547223,-8.627791451,1837,2014-01
28,Dragão,41.16322243,-8.584046773,1950,2014-01
59,Tenente Valadim,41.16070302,-8.641204749,1605,2014-01
20,Carvalhido,41.16692782,-8.62677873,1399,2014-01
18,Carregal,41.14832091,-8.619603476,4508,2014-01
12,Bom Sucesso,41.15511973,-8.630466266,2560,2014-01
13,Brasília,41.15708913,-8.62846798,2404,2014-01
25,Cordoaria,41.14629987,-8.617638088,2866,2014-01
4,Alfândega,41.14376399,-8.62180322,553,2014-01
8,Azevedo,41.1515921,-8.568195397,884,2014-01
47,Pereiró,41.17381357,-8.654496008,1173,2014-01
2,Alameda,41.15618964,-8.591064405,979,2014-01
55,São Roque,41.16600077,-8.570351762,1858,2014-01
10,Bolhão,41.15071065,-8.606909773,2050,2014-01
58,Terço,41.16159159,-8.60452833,1941,2014-01
1,Agra,41.17714571,-8.609670271,874,2014-01
35,Lago,41.16743181,-8.649526818,2282,2014-01
29,Francos,41.1710191,-8.638665581,852,2014-01
44,Palácio,41.1496174,-8.625784437,617,2014-01
52,Républica,41.1549651,-8.613216988,2143,2014-01
24,Conde Ferreira,41.16953022,-8.589347897,2460,2014-01
14,Câmara,41.14970219,-8.61107087,2701,2014-01
30,Galiza,41.15178364,-8.62775943,1350,2014-01
37,Marechal,41.16108106,-8.657546759,2215,2014-01
51,Ramada Alta,41.16140385,-8.621121972,1773,2014-01
45,Passeio Alegre,41.1486486,-8.672795329,1173,2014-01
19,Carvalheiras,41.15359293,-8.605426467,1894,2014-01
48,Pinto de Azevedo,41.17126237,-8.645050154,211,2014-01
54,Rotunda,41.15800388,-8.63037495,1180,2014-01
31,H. Magalhães Lemos,41.17695352,-8.663960323,1354,2014-01
5,Amial,41.18350972,-8.61272587,661,2014-01
9,Batalha,41.14425253,-8.605719616,5193,2014-01
11,Bom Pastor,41.1670339,-8.613266862,1749,2014-01
7,Av. Boavista,41.15998019,-8.641983925,2137,2014-01
40,Mercado da Foz,41.15423374,-8.674006779,3117,2014-01
39,Maternidade,41.15089146,-8.622799998,945,2014-01
22,Castelo do Queijo,41.16831789,-8.68917996,807,2014-01
17,Carcereira,41.16445158,-8.632285955,936,2014-01
21,Casa da Musica,41.16088635,-8.629565069,1807,2014-01
3,Aldoar,41.17052492,-8.665875932,1117,2014-01
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2968,2014-01
50,Prelada,41.16983831,-8.628902454,642,2014-01
41,Nevogilde,41.16306665,-8.675983042,1346,2014-01
46,Pereira de Melo,41.17864516,-8.64853557,796,2014-01
62,Viso,41.17787376,-8.646557505,630,2014-01
49,Pólo Universitário,41.17955109,-8.60253898,1458,2014-01
33,H. São João,41.18278721,-8.600122444,4680,2014-02
34,Infante,41.14051688,-8.615952191,2178,2014-02
21,Casa da Musica,41.16088635,-8.629565069,1697,2014-02
23,Clérigos,41.14601583,-8.612574719,6524,2014-02
25,Cordoaria,41.14629987,-8.617638088,2913,2014-02
60,Trindade,41.1511237,-8.609843402,1943,2014-02
35,Lago,41.16743181,-8.649526818,2210,2014-02
24,Conde Ferreira,41.16953022,-8.589347897,2397,2014-02
40,Mercado da Foz,41.15423374,-8.674006779,2822,2014-02
56,Sá Carneiro,41.1628787,-8.591645282,2288,2014-02
58,Terço,41.16159159,-8.60452833,1763,2014-02
61,Vinte e Quatro de Agosto,41.14931011,-8.600308525,2807,2014-02
7,Av. Boavista,41.15998019,-8.641983925,1993,2014-02
20,Carvalhido,41.16692782,-8.62677873,1325,2014-02
6,Areosa,41.18080434,-8.582782891,3211,2014-02
38,Marquês,41.16071489,-8.604246082,2028,2014-02
18,Carregal,41.14832091,-8.619603476,4252,2014-02
11,Bom Pastor,41.1670339,-8.613266862,1663,2014-02
44,Palácio,41.1496174,-8.625784437,558,2014-02
31,H. Magalhães Lemos,41.17695352,-8.663960323,1266,2014-02
53,Ribeira,41.1412082,-8.614012261,3203,2014-02
27,D. João I,41.14803213,-8.609241127,3591,2014-02
54,Rotunda,41.15800388,-8.63037495,1120,2014-02
19,Carvalheiras,41.15359293,-8.605426467,2235,2014-02
51,Ramada Alta,41.16140385,-8.621121972,1618,2014-02
59,Tenente Valadim,41.16070302,-8.641204749,1702,2014-02
12,Bom Sucesso,41.15511973,-8.630466266,2560,2014-02
14,Câmara,41.14970219,-8.61107087,3138,2014-02
52,Républica,41.1549651,-8.613216988,2089,2014-02
3,Aldoar,41.17052492,-8.665875932,992,2014-02
43,Ouro,41.14861103,-8.648886435,1292,2014-02
10,Bolhão,41.15071065,-8.606909773,1847,2014-02
63,Santa Maria,41.16037532,-8.609369722,1946,2014-02
36,Lordelo,41.15465712,-8.649073578,3549,2014-02
